ID,Kategorie,Abschnitt,Bezeichnung,Stufe/Klasse,Meilenstein (Vorschlag),Status,Blockiert durch
DEC-Algorithmische_Tiefe,Entscheidung,16,Algorithmische Tiefe → Matrizen fester Größe + kuratierte Natives mit Kostenvertrag,,Doku/Rationale,rationale,
DEC-Plausibilität_am_Rand,Entscheidung,16,"Plausibilität am Rand → `max_slew` als Attribut, Rest Blöcke",,Doku/Rationale,rationale,
DEC-Präzision_von_`at`,Entscheidung,16,"Präzision von `at` → `jitter` aus Konformitätsmessung, statisch geprüft",,Doku/Rationale,rationale,
DEC-Tick-Quelle,Entscheidung,16,Tick-Quelle → wählbar (`tick_source`),,Doku/Rationale,rationale,
DEC-Einheiten_in_Matrizen,Entscheidung,16,"Einheiten in Matrizen → `mat[R, C]` mit `unitvec`",,Doku/Rationale,rationale,
DEC-Live-Tuning,Entscheidung,16,Live-Tuning → `tunable param` als Zucker,,Doku/Rationale,rationale,
DEC-Bus-Mappings,Entscheidung,16,Bus-Mappings → Konfigurationsschicht + Bibliothek (8.10),,Doku/Rationale,rationale,
DEC-Firmware-Lebenszyklus,Entscheidung,16,Firmware-Lebenszyklus → System-Channels (12.7),,Doku/Rationale,rationale,
DEC-Rand-Empfindlichkeit,Entscheidung,16,"Rand-Empfindlichkeit → Inputs degradieren, Outputs faulten; Entschärfung nur explizit (`debounce`, `for d`)",,Doku/Rationale,rationale,
DEC-Relationale_Analyse,Entscheidung,16,Relationale Analyse → Oktagone (v1.1),,Doku/Rationale,rationale,
DEC-Variable_Nutzlastlängen,Entscheidung,16,Variable Nutzlastlängen → `reader`/`writer` + `len_field`,,Doku/Rationale,rationale,
DEC-Kostenmodell,Entscheidung,16,Kostenmodell → Klassen mit kalibrierter Tabelle,,Doku/Rationale,rationale,
DEC-Numerik_ohne_FPU,Entscheidung,16,Numerik ohne FPU → `int[U]`,,Doku/Rationale,rationale,
DEC-Funk_auf_Ein-Chip-Systemen,Entscheidung,16,"Funk auf Ein-Chip-Systemen → RTOS-Profil unterstützt, Zwei-Chip empfohlen",,Doku/Rationale,rationale,
DEC-Integer-Breite_auf_32-Bit-Kernen,Entscheidung,16,Integer-Breite auf 32-Bit-Kernen → Verengung aus bewiesenen Intervallen (Lemma 3.4),,Doku/Rationale,rationale,
DEC-Fließkommabreite,Entscheidung,16,Fließkommabreite → `system: float = f32 | f64`,,Doku/Rationale,rationale,
DEC-FMA,Entscheidung,16,"FMA → explizites `fma`, korrekt gerundet",,Doku/Rationale,rationale,
DEC-Schnelle_Mathematik,Entscheidung,16,Schnelle Mathematik → Näherungen mit deklarierter Fehlerschranke,,Doku/Rationale,rationale,
DEC-Subnormale,Entscheidung,16,"Subnormale → IEEE-Modus erzwingen, Totband in Filtern",,Doku/Rationale,rationale,
DEC-Performance-Aussagen,Entscheidung,16,Performance-Aussagen → `takt bench` je Zielklasse,,Doku/Rationale,rationale,
DEC-Speicher_variabler_Stream-Elemente,Entscheidung,16,"Speicher variabler Stream-Elemente → Byte-Ring mit Deskriptoren, sicherer Default, `expect_len` als Opt-in",,Doku/Rationale,rationale,
DEC-Große_Wertetypen,Entscheidung,16,Große Wertetypen → compilergeführt,,Doku/Rationale,rationale,
DEC-`sched`-Warteschlangen,Entscheidung,16,`sched`-Warteschlangen → nur bei Verwendung,,Doku/Rationale,rationale,
DEC-Matrizengrenze,Entscheidung,16,Matrizengrenze → keine; Lint ab 16,,Doku/Rationale,rationale,
DEC-Stack-Gesamtbedarf,Entscheidung,16,Stack-Gesamtbedarf → Zusammensetzung + Schutzbereich,,Doku/Rationale,rationale,
DEC-Tick-gelesene_Konstanten_auf_XIP-Flash,Entscheidung,16,Tick-gelesene Konstanten auf XIP-Flash → in RAM,,Doku/Rationale,rationale,
DEC-DFA-Tabellen,Entscheidung,16,DFA-Tabellen → Alphabetklassen + ein DFA je Zustand,,Doku/Rationale,rationale,
DEC-Zustandslokaler_Speicher,Entscheidung,16,Zustandslokaler Speicher → Overlay,,Doku/Rationale,rationale,
DEC-Speicherbudget,Entscheidung,16,"Speicherbudget → alle Profile, aufgeschlüsselt (`takt size`)",,Doku/Rationale,rationale,
DEC-Speicherschutz,Entscheidung,16,Speicherschutz → MPU-Regionen gegen TCB-Fehler,,Doku/Rationale,rationale,
DEC-Kommunikation_als_Warteschlange,Entscheidung,16,Kommunikation als Warteschlange → interne Streams mit Stream-Semantik,,Doku/Rationale,rationale,
DEC-Berechnungen_länger_als_ein_Tick,Entscheidung,16,Berechnungen länger als ein Tick → Jobs (Fertigstellung als Input) + Chunk-Natives,,Doku/Rationale,rationale,
DEC-Fehlercodes,Entscheidung,16,Fehlercodes → `T!E`,,Doku/Rationale,rationale,
DEC-Tick-Modus_für_Startprogramme,Entscheidung,16,"Tick-Modus für Startprogramme → periodisch, 1 ms",,Doku/Rationale,rationale,
DEC-Flash-Operationen,Entscheidung,16,"Flash-Operationen → Kommando + Status, Modell mit Stromausfall-Injektion",,Doku/Rationale,rationale,
DEC-Register_in_Takt,Entscheidung,16,"Register in Takt → Treiberstufe `port` (v1.2), sofortige geordnete Semantik, nur in `driver`-Maschinen, Gerätemodell Pflicht",,Doku/Rationale,rationale,
DEC-Nachweis_der_Migration,Entscheidung,16,Nachweis der Migration → Orakel-Modus in der Simulation,,Doku/Rationale,rationale,
DEC-Unbeweisbare_C-Annahmen,Entscheidung,16,Unbeweisbare C-Annahmen → `check` einfügen; Anzahl als Qualitätsmaß,,Doku/Rationale,rationale,
DEC-Irreversible_Ausgaben,Entscheidung,16,Irreversible Ausgaben → `irreversible` mit `expect` und Szenario-Abdeckung,,Doku/Rationale,rationale,
DEC-Sprachentwicklung_ohne_Bruch,Entscheidung,16,Sprachentwicklung ohne Bruch → Editionen,,Doku/Rationale,rationale,
DEC-Zukünftige_Bezeichner,Entscheidung,16,"Zukünftige Bezeichner → reservieren, versioniert je Edition",,Doku/Rationale,rationale,
DEC-Wachsende_Enums,Entscheidung,16,Wachsende Enums → offen für System-Enums und per `open`,,Doku/Rationale,rationale,
DEC-Generics,Entscheidung,16,"Generics → Monomorphisierung, sechs feste Fähigkeiten",,Doku/Rationale,rationale,
DEC-Parallelität_in_einer_Maschine,Entscheidung,16,Parallelität in einer Maschine → gescopte Instanzen,,Doku/Rationale,rationale,
DEC-History,Entscheidung,16,"History → tief, ein Wort `resume`",,Doku/Rationale,rationale,
DEC-Verteilte_Zeitbasis,Entscheidung,16,"Verteilte Zeitbasis → eine Zeitbasis, Knotenticks als Vielfache",,Doku/Rationale,rationale,
DEC-Lesen_über_Knoten,Entscheidung,16,Lesen über Knoten → Verzögerung = Hops,,Doku/Rationale,rationale,
DEC-Knotenausfall,Entscheidung,16,Knotenausfall → wie 12.6 auf Knoten angewandt,,Doku/Rationale,rationale,
DEC-Capture,Entscheidung,16,Capture → Stream-Element mit Armierung als Kommando,,Doku/Rationale,rationale,
DEC-Trigger,Entscheidung,16,"Trigger → Regel auf dem Knoten, im Programm Input und Armierung",,Doku/Rationale,rationale,
DEC-Eigenschaften,Entscheidung,16,"Eigenschaften → beschränkt, endlicher Speicher",,Doku/Rationale,rationale,
DEC-`map`,Entscheidung,16,"`map` → offene Adressierung, deterministischer Hash, Rückwärtsverschiebung",,Doku/Rationale,rationale,
DEC-Formate,Entscheidung,16,Formate → versioniert mit Aufwärtskompatibilität,,Doku/Rationale,rationale,
DEC-Schnell_gekoppelte_Regelkreise,Entscheidung,16,Schnell gekoppelte Regelkreise → eine Maschine (Blöcke); `follows` in v1.1 für Same-Rate-Aufteilungen,,Doku/Rationale,rationale,
CON-const,Konstrukt (2.4),2.4,`const`,,M0 (Parser/MIR-Entwurf),definiert,
CON-param,Konstrukt (2.4),2.4,`param`,,M0 (Parser/MIR-Entwurf),definiert,
CON-input/output,Konstrukt (2.4),2.4,`input`/`output`,,M0 (Parser/MIR-Entwurf),definiert,
CON-command,Konstrukt (2.4),2.4,`command`,,M0 (Parser/MIR-Entwurf),definiert,
CON-machine,Konstrukt (2.4),2.4,`machine`,,M0 (Parser/MIR-Entwurf),definiert,
CON-state,Konstrukt (2.4),2.4,`state`,,M0 (Parser/MIR-Entwurf),definiert,
CON-enter/exit,Konstrukt (2.4),2.4,`enter`/`exit`,,M0 (Parser/MIR-Entwurf),definiert,
CON-loop,Konstrukt (2.4),2.4,`loop`,,M0 (Parser/MIR-Entwurf),definiert,
CON-when/after,Konstrukt (2.4),2.4,`when`/`after`,,M0 (Parser/MIR-Entwurf),definiert,
CON-->_ZIEL,Konstrukt (2.4),2.4,`-> ZIEL`,,M0 (Parser/MIR-Entwurf),definiert,
CON-check,Konstrukt (2.4),2.4,`check`,,M0 (Parser/MIR-Entwurf),definiert,
CON-expect,Konstrukt (2.4),2.4,`expect`,,M0 (Parser/MIR-Entwurf),definiert,
CON-alert,Konstrukt (2.4),2.4,`alert`,,M0 (Parser/MIR-Entwurf),definiert,
CON-abort,Konstrukt (2.4),2.4,`abort`,,M0 (Parser/MIR-Entwurf),definiert,
CON-fault_->_ZIEL,Konstrukt (2.4),2.4,`fault -> ZIEL`,,M0 (Parser/MIR-Entwurf),definiert,
CON-sequence,Konstrukt (2.4),2.4,`sequence`,,M0 (Parser/MIR-Entwurf),definiert,
CON-fn/block,Konstrukt (2.4),2.4,`fn`/`block`,,M0 (Parser/MIR-Entwurf),definiert,
CON-pub_var,Konstrukt (2.4),2.4,`pub var`,,M0 (Parser/MIR-Entwurf),definiert,
"CON-record,_enum_mit_Varianten,_match",Konstrukt (2.4),2.4,"`record`, `enum` mit Varianten, `match`",,M0 (Parser/MIR-Entwurf),definiert,
CON-T?,Konstrukt (2.4),2.4,`T?`,,M0 (Parser/MIR-Entwurf),definiert,
CON-stream<E>,Konstrukt (2.4),2.4,`stream<E>`,,M0 (Parser/MIR-Entwurf),definiert,
CON-on,Konstrukt (2.4),2.4,`on`,,M0 (Parser/MIR-Entwurf),definiert,
CON-matches_/_has,Konstrukt (2.4),2.4,`matches` / `has`,,M0 (Parser/MIR-Entwurf),definiert,
CON-send,Konstrukt (2.4),2.4,`send`,,M0 (Parser/MIR-Entwurf),definiert,
CON-at_/_pulse_/_cancel,Konstrukt (2.4),2.4,`at` / `pulse` / `cancel`,,M0 (Parser/MIR-Entwurf),definiert,
CON-measure_/_verify_/_verdict,Konstrukt (2.4),2.4,`measure` / `verify` / `verdict`,,M0 (Parser/MIR-Entwurf),definiert,
CON-scenario_/_campaign,Konstrukt (2.4),2.4,`scenario` / `campaign`,,M0 (Parser/MIR-Entwurf),teilweise,
CON-persist_var,Konstrukt (2.4),2.4,`persist var`,,M0 (Parser/MIR-Entwurf),fertig,
CON-idle,Konstrukt (2.4),2.4,`idle`,,M0 (Parser/MIR-Entwurf),definiert,
CON-signal_/_raise,Konstrukt (2.4),2.4,`signal` / `raise`,,M0 (Parser/MIR-Entwurf),definiert,
CON-every_d:,Konstrukt (2.4),2.4,`every d:`,,M0 (Parser/MIR-Entwurf),definiert,
CON-trigger,Konstrukt (2.4),2.4,`trigger`,,M0 (Parser/MIR-Entwurf),definiert,
"CON-mat<R,_C>,_mat[R,_C],_vec[R],_unitvec",Konstrukt (2.4),2.4,"`mat<R, C>`, `mat[R, C]`, `vec[R]`, `unitvec`",,M0 (Parser/MIR-Entwurf),definiert,
CON-interner_stream<E>_name,Konstrukt (2.4),2.4,interner `stream<E> name`,,M0 (Parser/MIR-Entwurf),definiert,
CON-job,Konstrukt (2.4),2.4,`job`,,M0 (Parser/MIR-Entwurf),definiert,
CON-T!E,Konstrukt (2.4),2.4,`T!E`,,M0 (Parser/MIR-Entwurf),definiert,
CON-default,Konstrukt (2.4),2.4,`default`,,M0 (Parser/MIR-Entwurf),definiert,
CON-inout,Konstrukt (2.4),2.4,`inout`,,M0 (Parser/MIR-Entwurf),definiert,
CON-irreversible,Konstrukt (2.4),2.4,`irreversible`,,M0 (Parser/MIR-Entwurf),fertig,
"CON-driver_machine,_port",Konstrukt (2.4),2.4,"`driver machine`, `port`",,M0 (Parser/MIR-Entwurf),definiert,
CON-tunable_param,Konstrukt (2.4),2.4,`tunable param`,,M0 (Parser/MIR-Entwurf),definiert,
CON-follows,Konstrukt (2.4),2.4,`follows`,,M0 (Parser/MIR-Entwurf),fertig,
"CON-debounce,_Suspect",Konstrukt (2.4),2.4,"`debounce`, `Suspect`",,M0 (Parser/MIR-Entwurf),fertig,
"CON-check_…_for_d,_alert_…_for_d",Konstrukt (2.4),2.4,"`check … for d`, `alert … for d`",,M0 (Parser/MIR-Entwurf),definiert,
"CON-reader,_writer",Konstrukt (2.4),2.4,"`reader`, `writer`",,M0 (Parser/MIR-Entwurf),definiert,
CON-len_field,Konstrukt (2.4),2.4,`len_field`,,M0 (Parser/MIR-Entwurf),definiert,
CON-System-Channels_sys/…,Konstrukt (2.4),2.4,System-Channels `sys/…`,,M0 (Parser/MIR-Entwurf),definiert,
CON-native_fn,Konstrukt (2.4),2.4,`native fn`,,M0 (Parser/MIR-Entwurf),definiert,
CON-tick_source,Konstrukt (2.4),2.4,`tick_source`,,M0 (Parser/MIR-Entwurf),definiert,
"CON-jitter,_max_slew",Konstrukt (2.4),2.4,"`jitter`, `max_slew`",,M0 (Parser/MIR-Entwurf),definiert,
FMT-MIR-Serialisierung,Versioniertes Format,11.3,MIR-Serialisierung,,M0 (Parser/MIR-Entwurf),teilweise,
FMT-Aufzeichnung,Versioniertes Format,11.3,Aufzeichnung,,M4 (Codegen),fertig,
FMT-Hardware-Konfiguration,Versioniertes Format,11.3,Hardware-Konfiguration,,M6 (mit 8.10),fertig,
FMT-Konformitätsbericht,Versioniertes Format,11.3,Konformitätsbericht,,M5 (Embedded),offen,
FMT-Lauf-Header,Versioniertes Format,11.3,Lauf-Header,,M4 (Codegen),fertig,
STUFE-v1_(Kern),Stufe (Roadmap),15,v1 (Kern),,Doku/Rationale,rationale,
STUFE-v1.1,Stufe (Roadmap),15,v1.1,,Doku/Rationale,rationale,
STUFE-v1.2,Stufe (Roadmap),15,v1.2,,Doku/Rationale,rationale,
STUFE-v2,Stufe (Roadmap),15,v2,,Doku/Rationale,rationale,
STUFE-v3,Stufe (Roadmap),15,v3,,Doku/Rationale,rationale,
"STUFE-entschieden_(früher_„offen"")",Stufe (Roadmap),15,"entschieden (früher „offen"")",,Doku/Rationale,rationale,
